source	target	depth
gamma correction	tone mapping	4
gamma correction	transfer functions in imaging	4
gamma correction	video calibration software	4
gamma correction	white point	4
color temperature	brightness temperature	4
color temperature	color balance	4
color temperature	effective temperature	4
color temperature	kruithof curve	4
color temperature	luminous efficacy	4
color temperature	metamerism (color)	4
color temperature	over-illumination	4
color temperature	whiteness (colorimetry)	4
color cast	colour balance	4
color cast	colour temperature	4
predictive learning	reinforcement learning	4
predictive learning	predictive coding	4
stephen grossberg	grossberg network	4
tamil language	tamil keyboard	4
tamil language	tamil population by cities	4
tamil language	tamil population by nation	4
tamil language	tamil loanwords in other languages	4
sensory substitution	biological neural network	4
sensory substitution	brain implant	4
sensory substitution	human echolocation	4
acoustic location	acoustic camera	4
acoustic location	3d sound reconstruction	4
acoustic location	3d sound localization	4
acoustic location	sound localization	4
acoustic location	boomerang (mobile shooter detection system)	4
acoustic location	multilateration	4
acoustic location	acoustic mirror	4
acoustic location	acoustic wayfinding	4
acoustic location	animal echolocation	4
acoustic location	echo sounding	4
acoustic location	gunfire locator	4
acoustic location	human echolocation	4
acoustic location	human bycatch	4
acoustic location	medical ultrasonography	4
acoustic location	sensory substitution	4
visual looming syndrome	motion camouflage	4
visual looming syndrome	optic flow	4
photophobia	photic sneeze reflex	4
photophobia	photosensitivity in humans	4
eye examination	binocular vision	4
eye examination	eyeglass prescription	4
eye examination	orthoptics	4
eye examination	retinoscopy	4
eye examination	stereopsis	4
eye examination	subjective refraction	4
eye examination	vergence	4
computer vision syndrome	asthenopia	4
computer vision syndrome	effects of blue light technology	4
computer vision syndrome	electronic media and sleep	4
computer vision syndrome	ocular neurosis	4
computer vision syndrome	photophobia	4
computer vision syndrome	repetitive strain injury	4
computer vision syndrome	presbyopia	4
computer vision syndrome	visual looming syndrome	4
computer vision syndrome	visual snow	4
astigmatism	near-sightedness	4
astigmatism	far-sightedness	4
near-sightedness	myopia in animals	4
near-sightedness	myopic crescent	4
time-of-flight camera	laser dynamic range imager	3
time-of-flight camera	structured-light 3d scanner	3
time-of-flight camera	kinect	3
super-resolution microscopy	multifocal plane microscopy	3
super-resolution microscopy	stimulated emission depletion microscope	3
super-resolution microscopy	photoactivated localization microscopy	3
super-resolution microscopy	stochastic optical reconstruction microscopy	3
super-resolution microscopy	deconvolution	3
super-resolution microscopy	photoactivatable probes	3
super-resolution microscopy	correlative light-electron microscopy	3
super-resolution microscopy	super-resolution imaging	3
super-resolution microscopy	video super resolution	3
simultaneous localization and mapping	computational photography	3
simultaneous localization and mapping	kalman filter	3
simultaneous localization and mapping	inverse depth parametrization	3
simultaneous localization and mapping	mobile robot programming toolkit	3
simultaneous localization and mapping	monte carlo localization	3
simultaneous localization and mapping	multi autonomous ground-robotic international challenge	3
simultaneous localization and mapping	neato robotics	3
simultaneous localization and mapping	particle filter	3
simultaneous localization and mapping	project tango	3
simultaneous localization and mapping	robotic mapping	3
simultaneous localization and mapping	stanley (vehicle)	3
simultaneous localization and mapping	darpa	3
simultaneous localization and mapping	stereophotogrammetry	3
simultaneous localization and mapping	structure from motion	3
simultaneous localization and mapping	visual odometry	3
multispectral imaging	hyperspectral imaging	3
multispectral imaging	imaging spectrometer	3
multispectral imaging	imaging spectroscopy	3
multispectral imaging	liquid crystal tunable filter	3
multispectral imaging	multispectral pattern recognition	3
multispectral imaging	normalized difference vegetation index	3
multispectral imaging	reconnaissance satellite	3
multispectral imaging	remote sensing	3
multispectral imaging	satellite imagery	3
adaptive optics	active optics	3
adaptive optics	adjustable-focus eyeglasses	3
adaptive optics	angular diameter	3
adaptive optics	angular size	3
adaptive optics	atmospheric correction	3
adaptive optics	claire max	3
adaptive optics	deformable mirror	3
adaptive optics	greenwood frequency	3
adaptive optics	holography	3
adaptive optics	image stabilization	3
adaptive optics	nonlinear optics	3
adaptive optics	van cittert–zernike theorem	3
adaptive optics	wavefront	3
adaptive optics	wavefront sensor	3
adaptive optics	william happer	3
william happer	ozone depletion	4
wavefront sensor	adaptive optics	4
wavefront sensor	deformable mirror	4
wavefront sensor	wavefront	4
wavefront	huygens-fresnel principle	4
wavefront	wavefront sensor	4
wavefront	adaptive optics	4
wavefront	deformable mirror	4
wavefront	wave field synthesis	4
van cittert–zernike theorem	degree of coherence	4
van cittert–zernike theorem	coherence theory (optics)	4
van cittert–zernike theorem	interferometric  visibility	4
van cittert–zernike theorem	hanbury brown and twiss effect	4
van cittert–zernike theorem	bose–einstein correlations	4
nonlinear optics	born–infeld model	4
nonlinear optics	filament propagation	4
image stabilization	adaptive optics	4
image stabilization	deblurring	4
image stabilization	heligimbal	4
image stabilization	hyperlapse	4
image stabilization	motion compensation	4
image stabilization	shaky camera	4
holography	computer-generated holography	4
holography	holographic display	4
holography	augmented reality	4
holography	australian holographics	4
holography	autostereoscopy	4
holography	digital holography	4
holography	digital holographic microscopy	4
holography	digital planar holography	4
holography	fog display	4
holography	holographic principle	4
holography	holonomic brain theory	4
holography	hogel processing unit	4
holography	integral imaging	4
holography	phase-coherent holography	4
holography	plasmon	4
holography	tomography	4
holography	volumetric display	4
holography	volumetric printing	4
greenwood frequency	astronomical seeing	4
greenwood frequency	fried parameter	4
greenwood frequency	adaptive optics	4
deformable mirror	alpao	4
deformable mirror	boston micromachines corporation	4
deformable mirror	cilas	4
deformable mirror	electrostatic-pneumatic	4
deformable mirror	ferrofluid mirror	4
deformable mirror	microelectromechanical systems	4
deformable mirror	wavefront sensor	4
atmospheric correction	adaptive optics	4
angular size	angular diameter distance	4
angular size	angular resolution	4
angular size	solid angle	4
angular size	visual acuity	4
angular size	visual angle	4
angular size	visual angle illusion	4
angular size	apparent magnitude	4
angular diameter	angular diameter distance	4
angular diameter	angular resolution	4
angular diameter	solid angle	4
angular diameter	visual acuity	4
angular diameter	visual angle	4
angular diameter	visual angle illusion	4
angular diameter	apparent magnitude	4
adjustable-focus eyeglasses	intraocular lens	4
adjustable-focus eyeglasses	electrowetting	4
active optics	adaptive optics	4
active optics	telescope	4
active optics	active surface	4
satellite imagery	aerial photography	4
satellite imagery	earth observation satellite	4
satellite imagery	moderate-resolution imaging spectroradiometer	4
satellite imagery	reconnaissance satellite	4
satellite imagery	remote sensing	4
satellite imagery	shuttle radar topography mission	4
satellite imagery	stratellite	4
satellite imagery	timeline of first images of earth from space	4
satellite imagery	virtual globe	4
satellite imagery	nasa world wind	4
satellite imagery	weather satellite	4
remote sensing	aerial photography	4
remote sensing	airborne real-time cueing hyperspectral enhanced reconnaissance	4
remote sensing	american society for photogrammetry and remote sensing	4
remote sensing	archaeological imagery	4
remote sensing	cartography	4
remote sensing	clidar	4
remote sensing	coastal management	4
remote sensing	crateology	4
remote sensing	first images of earth from space	4
remote sensing	full spectral imaging	4
remote sensing	geography	4
remote sensing	geographic information system	4
remote sensing	gis and hydrology	4
remote sensing	geoinformatics	4
remote sensing	geophysical survey	4
remote sensing	global positioning system	4
remote sensing	ground truth	4
remote sensing	hyperspectral	4
remote sensing	ieee geoscience and remote sensing society	4
remote sensing	imagery analysis	4
remote sensing	imaging science	4
remote sensing	international society for photogrammetry and remote sensing	4
remote sensing	land change science	4
remote sensing	land cover	4
remote sensing	liquid crystal tunable filter	4
remote sensing	mobile mapping	4
remote sensing	multispectral pattern recognition	4
remote sensing	national center for remote sensing, air and space law	4
remote sensing	national lidar dataset	4
remote sensing	normalized difference water index	4
remote sensing	orthophoto	4
remote sensing	pictometry	4
remote sensing	radiometry	4
remote sensing	remote monitoring and control	4
